Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
5/2/2007;00:53:00;0.564;0.144;240.970;2.400;0.000;5.000;0.000
5/2/2007;00:54:00;0.406;0.104;240.690;1.800;0.000;2.000;0.000
5/2/2007;00:55:00;0.394;0.126;240.520;1.800;0.000;1.000;0.000
5/2/2007;00:56:00;0.478;0.222;239.850;2.200;0.000;2.000;0.000
5/2/2007;00:57:00;0.454;0.216;239.520;2.000;0.000;1.000;0.000
5/2/2007;00:58:00;0.470;0.220;239.640;2.200;0.000;1.000;0.000
5/2/2007;00:59:00;0.452;0.220;240.220;2.000;0.000;2.000;0.000
5/2/2007;01:00:00;0.432;0.162;240.530;2.000;0.000;0.000;0.000
5/2/2007;01:01:00;0.396;0.108;241.130;1.800;0.000;1.000;0.000
5/2/2007;01:02:00;0.384;0.106;241.410;1.600;0.000;0.000;0.000
5/2/2007;01:03:00;0.396;0.108;241.000;1.800;0.000;0.000;0.000
5/2/2007;01:04:00;0.376;0.100;240.150;1.600;0.000;0.000;0.000
5/2/2007;01:05:00;0.392;0.104;240.140;1.800;0.000;0.000;0.000
5/2/2007;01:06:00;0.372;0.098;239.920;1.600;0.000;0.000;0.000
5/2/2007;01:07:00;0.392;0.104;240.030;1.800;0.000;1.000;0.000
5/2/2007;01:08:00;0.372;0.098;240.030;1.600;0.000;0.000;0.000
5/2/2007;01:09:00;0.392;0.108;240.860;1.800;0.000;0.000;0.000
5/2/2007;01:10:00;0.314;0.000;241.550;1.400;0.000;0.000;0.000
5/2/2007;01:11:00;0.300;0.000;241.300;1.400;0.000;0.000;0.000
5/2/2007;01:12:00;0.282;0.000;241.640;1.200;0.000;0.000;0.000
5/2/2007;01:13:00;0.300;0.000;241.720;1.400;0.000;1.000;0.000
5/2/2007;01:14:00;0.280;0.000;241.320;1.200;0.000;0.000;0.000
5/2/2007;01:15:00;0.298;0.000;240.700;1.400;0.000;0.000;0.000
5/2/2007;01:16:00;0.280;0.000;240.910;1.200;0.000;0.000;0.000
5/2/2007;01:17:00;0.300;0.000;241.650;1.400;0.000;0.000;0.000
5/2/2007;01:18:00;0.282;0.000;241.710;1.200;0.000;0.000;0.000
5/2/2007;01:19:00;0.300;0.000;241.470;1.400;0.000;1.000;0.000
5/2/2007;01:20:00;0.282;0.000;242.030;1.200;0.000;0.000;0.000
5/2/2007;01:21:00;0.382;0.068;241.970;1.800;0.000;0.000;0.000
5/2/2007;01:22:00;0.360;0.080;242.620;1.600;0.000;0.000;0.000
5/2/2007;01:23:00;0.378;0.084;242.380;1.600;0.000;0.000;0.000
5/2/2007;01:24:00;0.358;0.078;242.030;1.600;0.000;0.000;0.000
5/2/2007;01:25:00;0.376;0.080;241.450;1.600;0.000;1.000;0.000
5/2/2007;01:26:00;0.354;0.072;240.560;1.600;0.000;0.000;0.000
5/2/2007;01:27:00;0.370;0.074;240.020;1.600;0.000;0.000;0.000
5/2/2007;01:28:00;0.350;0.070;240.080;1.600;0.000;0.000;0.000
5/2/2007;01:29:00;0.368;0.074;239.850;1.600;0.000;0.000;0.000
5/2/2007;01:30:00;0.356;0.072;240.270;1.600;0.000;0.000;0.000
5/2/2007;01:31:00;0.352;0.060;240.860;1.600;0.000;1.000;0.000
5/2/2007;01:32:00;0.298;0.000;240.750;1.400;0.000;0.000;0.000
5/2/2007;01:33:00;0.278;0.000;239.920;1.200;0.000;0.000;0.000
5/2/2007;01:34:00;0.372;0.048;241.020;1.800;0.000;0.000;0.000
5/2/2007;01:35:00;0.392;0.104;241.400;1.600;0.000;0.000;0.000
5/2/2007;01:36:00;0.406;0.110;241.340;1.800;0.000;0.000;0.000
5/2/2007;01:37:00;0.386;0.104;241.330;1.600;0.000;0.000;0.000
5/2/2007;01:38:00;0.402;0.108;240.970;1.800;0.000;1.000;0.000
5/2/2007;01:39:00;0.382;0.104;241.280;1.600;0.000;0.000;0.000
5/2/2007;01:40:00;0.400;0.108;241.150;1.800;0.000;0.000;0.000
5/2/2007;01:41:00;0.380;0.106;241.760;1.600;0.000;0.000;0.000
5/2/2007;01:42:00;0.400;0.112;242.100;1.800;0.000;0.000;0.000
5/2/2007;01:43:00;0.380;0.106;241.990;1.600;0.000;0.000;0.000
5/2/2007;01:44:00;0.396;0.108;241.190;1.800;0.000;1.000;0.000
5/2/2007;01:45:00;0.376;0.102;240.900;1.600;0.000;0.000;0.000
5/2/2007;01:46:00;0.392;0.104;240.350;1.800;0.000;0.000;0.000
5/2/2007;01:47:00;0.372;0.100;240.200;1.600;0.000;0.000;0.000
5/2/2007;01:48:00;0.392;0.106;240.510;1.800;0.000;0.000;0.000
5/2/2007;01:49:00;0.282;0.000;240.210;1.200;0.000;0.000;0.000
5/2/2007;01:50:00;0.300;0.000;241.070;1.400;0.000;1.000;0.000
5/2/2007;01:51:00;0.280;0.000;241.120;1.200;0.000;0.000;0.000
5/2/2007;01:52:00;0.300;0.000;241.260;1.400;0.000;0.000;0.000
5/2/2007;01:53:00;0.280;0.000;241.220;1.200;0.000;0.000;0.000
5/2/2007;01:54:00;0.300;0.000;241.320;1.400;0.000;0.000;0.000
5/2/2007;01:55:00;0.282;0.000;241.440;1.200;0.000;0.000;0.000
5/2/2007;01:56:00;0.300;0.000;240.880;1.400;0.000;1.000;0.000
5/2/2007;01:57:00;0.280;0.000;240.860;1.200;0.000;0.000;0.000
5/2/2007;01:58:00;0.298;0.000;240.560;1.400;0.000;0.000;0.000
5/2/2007;01:59:00;0.278;0.000;239.560;1.200;0.000;0.000;0.000
5/2/2007;02:00:00;0.296;0.000;239.110;1.400;0.000;0.000;0.000
5/2/2007;02:01:00;0.290;0.000;241.240;1.200;0.000;0.000;0.000
5/2/2007;02:02:00;0.292;0.000;241.770;1.200;0.000;1.000;0.000
5/2/2007;02:03:00;0.304;0.000;242.820;1.400;0.000;0.000;0.000
5/2/2007;02:04:00;0.286;0.000;243.440;1.200;0.000;0.000;0.000
5/2/2007;02:05:00;0.306;0.000;243.880;1.400;0.000;0.000;0.000
5/2/2007;02:06:00;0.374;0.076;243.710;1.800;0.000;0.000;0.000
5/2/2007;02:07:00;0.382;0.090;243.900;1.600;0.000;1.000;0.000
5/2/2007;02:08:00;0.362;0.084;243.460;1.600;0.000;0.000;0.000
5/2/2007;02:09:00;0.380;0.086;242.900;1.600;0.000;0.000;0.000
5/2/2007;02:10:00;0.360;0.082;242.990;1.600;0.000;0.000;0.000
5/2/2007;02:11:00;0.378;0.088;243.240;1.600;0.000;0.000;0.000
5/2/2007;02:12:00;0.360;0.086;244.170;1.600;0.000;0.000;0.000
5/2/2007;02:13:00;0.442;0.158;244.290;2.000;0.000;0.000;0.000
5/2/2007;02:14:00;0.470;0.226;244.480;2.200;0.000;0.000;0.000
5/2/2007;02:15:00;0.482;0.226;243.580;2.200;0.000;1.000;0.000
5/2/2007;02:16:00;0.410;0.144;243.330;1.800;0.000;0.000;0.000
5/2/2007;02:17:00;0.408;0.116;242.940;1.800;0.000;0.000;0.000
5/2/2007;02:18:00;0.386;0.110;242.700;1.600;0.000;0.000;0.000
5/2/2007;02:19:00;0.404;0.116;242.760;1.800;0.000;0.000;0.000
5/2/2007;02:20:00;0.384;0.110;242.860;1.600;0.000;0.000;0.000
5/2/2007;02:21:00;0.402;0.116;242.900;1.800;0.000;1.000;0.000
5/2/2007;02:22:00;0.384;0.114;243.570;1.600;0.000;0.000;0.000
5/2/2007;02:23:00;0.402;0.120;243.680;1.800;0.000;0.000;0.000
5/2/2007;02:24:00;0.384;0.120;244.450;1.600;0.000;0.000;0.000
5/2/2007;02:25:00;0.402;0.126;244.790;1.800;0.000;0.000;0.000
5/2/2007;02:26:00;0.382;0.122;244.810;1.600;0.000;0.000;0.000
5/2/2007;02:27:00;0.382;0.096;245.060;1.600;0.000;1.000;0.000
5/2/2007;02:28:00;0.288;0.000;245.220;1.200;0.000;0.000;0.000
5/2/2007;02:29:00;0.306;0.000;244.220;1.400;0.000;0.000;0.000
5/2/2007;02:30:00;0.286;0.000;244.160;1.200;0.000;0.000;0.000
5/2/2007;02:31:00;0.306;0.000;243.700;1.400;0.000;0.000;0.000
5/2/2007;02:32:00;0.300;0.000;243.620;1.400;0.000;0.000;0.000
5/2/2007;02:33:00;0.292;0.000;243.290;1.200;0.000;1.000;0.000
5/2/2007;02:34:00;0.302;0.000;242.090;1.400;0.000;0.000;0.000
5/2/2007;02:35:00;0.284;0.000;242.590;1.200;0.000;0.000;0.000
5/2/2007;02:36:00;0.306;0.000;243.670;1.400;0.000;0.000;0.000
5/2/2007;02:37:00;0.286;0.000;243.380;1.200;0.000;0.000;0.000
5/2/2007;02:38:00;0.304;0.000;243.100;1.400;0.000;1.000;0.000
5/2/2007;02:39:00;0.284;0.000;242.600;1.200;0.000;0.000;0.000
5/2/2007;02:40:00;0.306;0.000;243.940;1.400;0.000;0.000;0.000
5/2/2007;02:41:00;0.286;0.000;244.080;1.200;0.000;0.000;0.000
5/2/2007;02:42:00;0.306;0.000;244.120;1.400;0.000;0.000;0.000
5/2/2007;02:43:00;0.286;0.000;243.600;1.200;0.000;0.000;0.000
5/2/2007;02:44:00;0.306;0.000;243.780;1.400;0.000;1.000;0.000
5/2/2007;02:45:00;0.286;0.000;244.280;1.200;0.000;0.000;0.000
5/2/2007;02:46:00;0.306;0.000;244.550;1.400;0.000;0.000;0.000
5/2/2007;02:47:00;0.288;0.000;244.450;1.200;0.000;0.000;0.000
5/2/2007;02:48:00;0.306;0.000;243.740;1.400;0.000;0.000;0.000
5/2/2007;02:49:00;0.286;0.000;243.790;1.200;0.000;0.000;0.000
5/2/2007;02:50:00;0.330;0.000;243.860;1.600;0.000;1.000;0.000
5/2/2007;02:51:00;0.364;0.086;244.140;1.600;0.000;0.000;0.000
5/2/2007;02:52:00;0.486;0.208;244.300;2.200;0.000;0.000;0.000
5/2/2007;02:53:00;0.504;0.248;244.470;2.400;0.000;0.000;0.000
5/2/2007;02:54:00;0.574;0.360;244.580;2.800;0.000;2.000;0.000
5/2/2007;02:55:00;0.550;0.352;244.050;2.600;0.000;1.000;0.000
5/2/2007;02:56:00;0.566;0.358;244.170;2.800;0.000;2.000;0.000
5/2/2007;02:57:00;0.546;0.356;244.610;2.600;0.000;2.000;0.000
5/2/2007;02:58:00;0.562;0.356;244.030;2.800;0.000;1.000;0.000
5/2/2007;02:59:00;0.542;0.356;244.560;2.600;0.000;2.000;0.000
5/2/2007;03:00:00;0.556;0.356;245.040;2.600;0.000;2.000;0.000
5/2/2007;03:01:00;0.474;0.256;245.540;2.200;0.000;1.000;0.000
5/2/2007;03:02:00;0.488;0.260;245.620;2.200;0.000;2.000;0.000
5/2/2007;03:03:00;0.484;0.256;245.070;2.200;0.000;1.000;0.000
5/2/2007;03:04:00;0.468;0.248;244.400;2.200;0.000;2.000;0.000
5/2/2007;03:05:00;0.482;0.250;244.250;2.200;0.000;2.000;0.000
5/2/2007;03:06:00;0.386;0.130;243.040;1.800;0.000;1.000;0.000
5/2/2007;03:07:00;0.384;0.100;242.160;1.600;0.000;2.000;0.000
5/2/2007;03:08:00;0.364;0.098;242.640;1.600;0.000;1.000;0.000
5/2/2007;03:09:00;0.382;0.102;242.270;1.600;0.000;2.000;0.000
5/2/2007;03:10:00;0.362;0.098;242.470;1.600;0.000;1.000;0.000
5/2/2007;03:11:00;0.380;0.104;242.950;1.600;0.000;2.000;0.000
5/2/2007;03:12:00;0.362;0.100;243.470;1.600;0.000;1.000;0.000
5/2/2007;03:13:00;0.382;0.110;244.030;1.600;0.000;1.000;0.000
5/2/2007;03:14:00;0.362;0.104;244.060;1.600;0.000;2.000;0.000
5/2/2007;03:15:00;0.380;0.108;243.740;1.600;0.000;1.000;0.000
5/2/2007;03:16:00;0.360;0.102;243.960;1.600;0.000;2.000;0.000
5/2/2007;03:17:00;0.380;0.110;244.240;1.600;0.000;1.000;0.000
5/2/2007;03:18:00;0.360;0.104;244.210;1.600;0.000;1.000;0.000
5/2/2007;03:19:00;0.378;0.108;244.010;1.600;0.000;2.000;0.000
5/2/2007;03:20:00;0.360;0.104;244.180;1.600;0.000;1.000;0.000
5/2/2007;03:21:00;0.378;0.108;243.670;1.600;0.000;2.000;0.000
5/2/2007;03:22:00;0.358;0.100;243.420;1.600;0.000;1.000;0.000
5/2/2007;03:23:00;0.376;0.106;243.530;1.600;0.000;1.000;0.000
5/2/2007;03:24:00;0.344;0.080;243.550;1.600;0.000;1.000;0.000
5/2/2007;03:25:00;0.306;0.000;244.230;1.400;0.000;1.000;0.000
5/2/2007;03:26:00;0.286;0.000;243.940;1.200;0.000;0.000;0.000
5/2/2007;03:27:00;0.308;0.000;244.610;1.400;0.000;0.000;0.000
5/2/2007;03:28:00;0.288;0.000;244.490;1.200;0.000;0.000;0.000
5/2/2007;03:29:00;0.306;0.000;243.860;1.400;0.000;0.000;0.000
5/2/2007;03:30:00;0.286;0.000;243.430;1.200;0.000;0.000;0.000
5/2/2007;03:31:00;0.344;0.000;242.830;1.600;0.000;1.000;0.000
5/2/2007;03:32:00;0.400;0.108;242.100;1.800;0.000;0.000;0.000
5/2/2007;03:33:00;0.404;0.112;242.510;1.800;0.000;0.000;0.000
5/2/2007;03:34:00;0.410;0.116;243.100;1.800;0.000;0.000;0.000
5/2/2007;03:35:00;0.392;0.118;244.340;1.600;0.000;0.000;0.000
5/2/2007;03:36:00;0.458;0.170;245.010;2.200;0.000;1.000;0.000
5/2/2007;03:37:00;0.466;0.226;244.540;2.200;0.000;0.000;0.000
5/2/2007;03:38:00;0.482;0.228;243.930;2.200;0.000;0.000;0.000
5/2/2007;03:39:00;0.462;0.222;243.870;2.000;0.000;0.000;0.000
5/2/2007;03:40:00;0.480;0.226;243.680;2.200;0.000;0.000;0.000
5/2/2007;03:41:00;0.456;0.218;243.150;2.000;0.000;0.000;0.000
5/2/2007;03:42:00;0.474;0.226;243.590;2.200;0.000;1.000;0.000
5/2/2007;03:43:00;0.452;0.218;243.070;2.000;0.000;0.000;0.000
5/2/2007;03:44:00;0.470;0.222;242.890;2.200;0.000;0.000;0.000
5/2/2007;03:45:00;0.414;0.164;242.500;1.800;0.000;0.000;0.000
5/2/2007;03:46:00;0.352;0.052;242.940;1.600;0.000;0.000;0.000
5/2/2007;03:47:00;0.286;0.000;243.280;1.200;0.000;0.000;0.000
5/2/2007;03:48:00;0.304;0.000;243.050;1.400;0.000;1.000;0.000
5/2/2007;03:49:00;0.286;0.000;243.850;1.200;0.000;0.000;0.000
5/2/2007;03:50:00;0.306;0.000;243.720;1.400;0.000;0.000;0.000
5/2/2007;03:51:00;0.288;0.000;244.190;1.200;0.000;0.000;0.000
5/2/2007;03:52:00;0.308;0.000;244.360;1.400;0.000;0.000;0.000
5/2/2007;03:53:00;0.288;0.000;244.870;1.200;0.000;0.000;0.000
5/2/2007;03:54:00;0.310;0.000;245.350;1.400;0.000;1.000;0.000
5/2/2007;03:55:00;0.288;0.000;245.250;1.200;0.000;0.000;0.000
5/2/2007;03:56:00;0.306;0.000;244.140;1.400;0.000;0.000;0.000
5/2/2007;03:57:00;0.288;0.000;244.650;1.200;0.000;0.000;0.000
5/2/2007;03:58:00;0.308;0.000;244.920;1.400;0.000;0.000;0.000
5/2/2007;03:59:00;0.288;0.000;244.510;1.200;0.000;0.000;0.000
5/2/2007;04:00:00;0.306;0.000;243.790;1.400;0.000;1.000;0.000
5/2/2007;04:01:00;0.288;0.000;243.940;1.200;0.000;0.000;0.000
5/2/2007;04:02:00;0.308;0.000;244.300;1.400;0.000;0.000;0.000
5/2/2007;04:03:00;0.300;0.000;244.240;1.400;0.000;0.000;0.000
5/2/2007;04:04:00;0.296;0.000;243.660;1.200;0.000;0.000;0.000
5/2/2007;04:05:00;0.306;0.000;243.640;1.400;0.000;0.000;0.000
5/2/2007;04:06:00;0.286;0.000;243.250;1.200;0.000;1.000;0.000
5/2/2007;04:07:00;0.306;0.000;242.910;1.400;0.000;0.000;0.000
5/2/2007;04:08:00;0.284;0.000;242.680;1.200;0.000;0.000;0.000
5/2/2007;04:09:00;0.302;0.000;241.770;1.400;0.000;0.000;0.000
5/2/2007;04:10:00;0.354;0.000;242.080;1.600;0.000;0.000;0.000
5/2/2007;04:11:00;0.414;0.114;242.620;1.800;0.000;1.000;0.000
5/2/2007;04:12:00;0.392;0.112;243.220;1.600;0.000;0.000;0.000
5/2/2007;04:13:00;0.410;0.116;242.960;1.800;0.000;0.000;0.000
5/2/2007;04:14:00;0.388;0.108;242.410;1.600;0.000;0.000;0.000
5/2/2007;04:15:00;0.406;0.112;242.250;1.800;0.000;0.000;0.000
5/2/2007;04:16:00;0.384;0.106;242.160;1.600;0.000;0.000;0.000
5/2/2007;04:17:00;0.402;0.112;242.330;1.800;0.000;1.000;0.000
5/2/2007;04:18:00;0.382;0.108;242.550;1.600;0.000;0.000;0.000
5/2/2007;04:19:00;0.402;0.116;242.960;1.800;0.000;0.000;0.000
5/2/2007;04:20:00;0.382;0.110;242.940;1.600;0.000;0.000;0.000
5/2/2007;04:21:00;0.398;0.112;242.320;1.800;0.000;0.000;0.000
5/2/2007;04:22:00;0.378;0.108;242.310;1.600;0.000;0.000;0.000
5/2/2007;04:23:00;0.480;0.202;241.850;2.200;0.000;0.000;0.000
5/2/2007;04:24:00;0.364;0.084;242.210;1.600;0.000;0.000;0.000
5/2/2007;04:25:00;0.382;0.082;242.020;1.600;0.000;1.000;0.000
5/2/2007;04:26:00;0.362;0.078;242.540;1.600;0.000;0.000;0.000
5/2/2007;04:27:00;0.382;0.086;243.280;1.600;0.000;0.000;0.000
5/2/2007;04:28:00;0.362;0.082;243.610;1.600;0.000;0.000;0.000
5/2/2007;04:29:00;0.378;0.088;243.320;1.600;0.000;0.000;0.000
5/2/2007;04:30:00;0.356;0.078;242.290;1.600;0.000;0.000;0.000
5/2/2007;04:31:00;0.374;0.084;242.490;1.600;0.000;1.000;0.000
5/2/2007;04:32:00;0.346;0.068;242.700;1.400;0.000;0.000;0.000
5/2/2007;04:33:00;0.302;0.000;242.060;1.400;0.000;0.000;0.000
5/2/2007;04:34:00;0.298;0.000;242.050;1.400;0.000;0.000;0.000
5/2/2007;04:35:00;0.288;0.000;242.470;1.200;0.000;0.000;0.000
5/2/2007;04:36:00;0.304;0.000;242.880;1.400;0.000;1.000;0.000
5/2/2007;04:37:00;0.286;0.000;243.490;1.200;0.000;0.000;0.000
5/2/2007;04:38:00;0.306;0.000;243.580;1.400;0.000;0.000;0.000
5/2/2007;04:39:00;0.286;0.000;243.240;1.200;0.000;0.000;0.000
5/2/2007;04:40:00;0.304;0.000;242.840;1.400;0.000;0.000;0.000
5/2/2007;04:41:00;0.284;0.000;242.850;1.200;0.000;0.000;0.000
5/2/2007;04:42:00;0.304;0.000;242.260;1.400;0.000;1.000;0.000
5/2/2007;04:43:00;0.284;0.000;242.620;1.200;0.000;0.000;0.000
5/2/2007;04:44:00;0.304;0.000;243.240;1.400;0.000;0.000;0.000
5/2/2007;04:45:00;0.284;0.000;242.190;1.200;0.000;0.000;0.000
5/2/2007;04:46:00;0.302;0.000;242.060;1.400;0.000;0.000;0.000
5/2/2007;04:47:00;0.282;0.000;241.730;1.200;0.000;0.000;0.000
5/2/2007;04:48:00;0.302;0.000;241.130;1.400;0.000;1.000;0.000
5/2/2007;04:49:00;0.380;0.074;241.630;1.800;0.000;0.000;0.000
5/2/2007;04:50:00;0.412;0.112;242.220;1.800;0.000;0.000;0.000
5/2/2007;04:51:00;0.388;0.106;242.130;1.600;0.000;0.000;0.000
5/2/2007;04:52:00;0.408;0.114;242.770;1.800;0.000;0.000;0.000
5/2/2007;04:53:00;0.388;0.112;243.310;1.600;0.000;0.000;0.000
5/2/2007;04:54:00;0.408;0.118;243.490;1.800;0.000;1.000;0.000
5/2/2007;04:55:00;0.386;0.112;243.260;1.600;0.000;0.000;0.000
5/2/2007;04:56:00;0.402;0.112;242.310;1.800;0.000;0.000;0.000
5/2/2007;04:57:00;0.380;0.106;242.010;1.600;0.000;0.000;0.000
5/2/2007;04:58:00;0.398;0.110;241.680;1.800;0.000;0.000;0.000
5/2/2007;04:59:00;0.378;0.104;241.740;1.600;0.000;0.000;0.000
5/2/2007;05:00:00;0.398;0.112;242.040;1.800;0.000;1.000;0.000
5/2/2007;05:01:00;0.378;0.108;242.310;1.600;0.000;0.000;0.000
5/2/2007;05:02:00;0.788;0.062;242.840;3.800;0.000;0.000;5.000
5/2/2007;05:03:00;1.414;0.000;241.900;5.800;0.000;0.000;19.000
5/2/2007;05:04:00;1.408;0.000;241.860;5.800;0.000;0.000;18.000
5/2/2007;05:05:00;1.394;0.000;241.360;5.800;0.000;0.000;18.000
5/2/2007;05:06:00;1.374;0.000;241.820;5.600;0.000;1.000;18.000
5/2/2007;05:07:00;1.396;0.000;242.370;5.800;0.000;0.000;19.000
5/2/2007;05:08:00;1.376;0.000;242.670;5.600;0.000;0.000;18.000
5/2/2007;05:09:00;1.388;0.000;242.130;5.600;0.000;0.000;18.000
5/2/2007;05:10:00;1.454;0.064;241.820;6.000;0.000;0.000;18.000
5/2/2007;05:11:00;1.450;0.068;241.120;6.000;0.000;1.000;18.000
5/2/2007;05:12:00;1.436;0.066;241.520;5.800;0.000;0.000;17.000
5/2/2007;05:13:00;1.454;0.070;241.360;6.000;0.000;0.000;18.000
5/2/2007;05:14:00;1.424;0.062;240.650;5.800;0.000;0.000;18.000
5/2/2007;05:15:00;1.448;0.068;241.030;6.000;0.000;0.000;18.000
5/2/2007;05:16:00;1.424;0.062;240.880;5.800;0.000;0.000;18.000
5/2/2007;05:17:00;1.438;0.066;240.410;6.000;0.000;1.000;17.000
5/2/2007;05:18:00;1.410;0.058;239.760;5.800;0.000;0.000;18.000
5/2/2007;05:19:00;1.404;0.000;240.020;5.800;0.000;0.000;18.000
5/2/2007;05:20:00;1.350;0.000;240.580;5.600;0.000;0.000;17.000
5/2/2007;05:21:00;1.370;0.000;240.660;5.600;0.000;0.000;18.000
5/2/2007;05:22:00;1.342;0.000;239.960;5.600;0.000;0.000;18.000
5/2/2007;05:23:00;1.360;0.000;239.780;5.600;0.000;1.000;17.000
5/2/2007;05:24:00;1.406;0.000;239.360;5.800;0.000;1.000;18.000
5/2/2007;05:25:00;1.438;0.080;239.350;6.000;0.000;1.000;18.000
5/2/2007;05:26:00;1.424;0.076;240.030;5.800;0.000;2.000;17.000
5/2/2007;05:27:00;1.444;0.082;240.080;6.000;0.000;2.000;18.000
5/2/2007;05:28:00;1.500;0.156;239.930;6.200;0.000;1.000;18.000
5/2/2007;05:29:00;1.554;0.214;239.900;6.400;0.000;2.000;17.000
5/2/2007;05:30:00;1.536;0.214;240.470;6.400;0.000;1.000;18.000
5/2/2007;05:31:00;1.554;0.220;240.650;6.400;0.000;2.000;18.000
5/2/2007;05:32:00;1.536;0.216;240.840;6.400;0.000;1.000;17.000
5/2/2007;05:33:00;1.548;0.218;240.370;6.400;0.000;2.000;18.000
5/2/2007;05:34:00;1.530;0.212;239.820;6.400;0.000;1.000;18.000
5/2/2007;05:35:00;1.528;0.210;239.590;6.400;0.000;2.000;17.000
5/2/2007;05:36:00;1.534;0.212;239.680;6.400;0.000;2.000;18.000
5/2/2007;05:37:00;1.508;0.206;239.190;6.400;0.000;1.000;17.000
